Year,long_date,Zip,total_num_crimes,crimes_per_capita,total_num_noise,month_year,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count,ZIP_CODE,Population,Income,311_Requests,Liquor_License_Counts,311_Per_Capita,Liquor_License_Per_Capita,School_rating,Bus_Stop_Ct,Bus_Stop_Per_Capita,L_Stop_Ct,L_Stop_Per_Capita,311-_Rat,Rat_Per_Capita,Pot_Hole_Count,Pothole_Per_Capita,Num_Rests,Rests_Per_Capita,starbucks_stores,Sbucks_Per_Capita,Public_Prop_Ct,Public_Prop_Per_Capita,Grocery_Store_Count,Grocery_Store_Per_Capita,Premium_Grocer,DOW_Close,30yr_Rates,predictions,Raw Diff,Abs Diff
2017,5/1/2017,60607,15,0.000964506,0,201705,499950,126,28,100,326.8820847,1400,770339,414,60607,15552,93508,3678,306,0.236,0.019675926,8.5,133,0.008551955,8,0.000514403,248,0.019962972,337,0.027127103,343,0.027610078,6,0.000385802,92,0.005915638,3,0.000192901,1,21008.65,4.01,318.0339714,-8.848113283,8.848113283
2017,5/1/2017,60608,32,0.000346051,0,201705,299550,79,36,52,233.6889114,1200,369145,151,60608,92472,44043,13453,133,0.145,0.001438273,3.5,348,0.003763301,12,0.000129769,662,0.053288256,1081,0.087016019,427,0.03437173,1,1.08E-05,344,0.003720045,14,0.000151397,0,21008.65,4.01,209.6600859,-24.02882552,24.02882552
2017,5/1/2017,60609,14,0.000176169,0,201705,197500,64,54,24,115.4810207,1480,241075,108,60609,79469,35179,15714,66,0.198,0.000830513,2.8,417,0.005247329,8,0.000100668,912,0.073412219,598,0.048136521,212,0.017065121,1,1.26E-05,1640,0.020636978,5,6.29E-05,0,21008.65,4.01,104.201334,-11.27968673,11.27968673
2017,5/1/2017,60610,54,0.001136531,0,201705,600050,351,41.5,180,357.3404365,1405,1220395,555,60610,47513,86803,2585,253,0.054,0.005324858,5.4,109,0.002294109,10,0.000210469,105,0.008452065,232,0.018675038,219,0.017628592,13,0.000273609,57,0.001199672,7,0.000147328,1,21008.65,4.01,287.6485348,-69.6919017,69.6919017
2017,5/1/2017,60612,11,0.00028955,0,201705,312500,71,37.5,52,154.6474359,1393,488918,145,60612,37990,41300,364083,45,9.584,0.001184522,2.8,285,0.007501974,12,0.000315873,476,0.038316027,698,0.056186106,183,0.014730741,0,0,1117,0.029402474,1,2.63E-05,0,21008.65,4.01,156.2094964,1.562060468,1.562060468
2017,5/1/2017,60613,28,0.000553929,0,201705,352500,232,34.5,168,227.0454545,918.5,631693,473,60613,50548,82321,4890,193,0.097,0.003818153,7.3,168,0.003323574,12,0.000237398,498,0.040086936,343,0.027610078,261,0.021009418,3,5.93E-05,10,0.000197832,5,9.89E-05,2,21008.65,4.01,218.1792474,-8.86620707,8.86620707
2017,5/1/2017,60614,42,0.000641476,0,201705,867000,466,35.5,280,329.974359,1637.5,1514569,819,60614,65474,107461,7996,372,0.122,0.005681645,9,191,0.002917189,8,0.000122186,683,0.054978669,534,0.042984786,412,0.033164292,13,0.000198552,17,0.000259645,11,0.000168006,3,21008.65,4.01,309.0755681,-20.89879088,20.89879088
2017,5/1/2017,60615,7,0.000155224,0,201705,229050,179,55.5,68,123.0681818,1560,423012,303,60615,45096,44111,4838,55,0.107,0.00121962,2.8,139,0.003082313,4,8.87E-05,236,0.018997022,213,0.017145617,122,0.009820494,3,6.65E-05,348,0.007716871,5,0.000110875,2,21008.65,4.01,128.2051016,5.136919844,5.136919844
2017,5/1/2017,60616,8,0.000169949,0,201705,349500,143,38,92,255.593036,1248.5,431733,313,60616,47073,45997,5463,154,0.116,0.003271514,3.9,225,0.00477981,8,0.000169949,323,0.026000161,402,0.032359333,288,0.023182806,1,2.12E-05,88,0.001869437,6,0.000127462,0,21008.65,4.01,197.7780065,-57.81502951,57.81502951
2017,5/1/2017,60618,42,0.00042793,0,201705,556550,242,34,176,214.1702981,1490,700533,480,60618,98147,73810,15905,290,0.162,0.002954752,5,277,0.002822297,4,4.08E-05,1240,0.09981486,1081,0.087016019,388,0.031232392,8,8.15E-05,31,0.000315853,9,9.17E-05,0,21008.65,4.01,205.8202255,-8.35007257,8.35007257
2017,5/1/2017,60620,10,0.00011659,0,201705,126550,203,59,96,80.42209605,1300,122345,326,60620,85771,35890,16200,35,0.189,0.000408063,2.1,312,0.003637593,6,7.00E-05,835,0.067214038,768,0.061820816,181,0.01456975,1,1.17E-05,438,0.005106621,11,0.000128248,0,21008.65,4.01,107.0074698,26.58537376,26.58537376
2017,5/1/2017,60621,16,0.000336743,0,201705,39950,39,90,12,27.30381679,1279.5,55464,51,60621,47514,20991,13071,17,0.275,0.000357789,2.2,232,0.004882771,6,0.000126279,489,0.039362473,301,0.024229252,86,0.006922643,1,2.10E-05,2026,0.042640064,2,4.21E-05,1,21008.65,4.01,40.3527132,13.04889641,13.04889641
2017,5/1/2017,60622,35,0.000460435,0,201705,602050,212,25,180,230,1355,785833,453,60622,76015,93988,9133,225,0.12,0.002959942,4.5,187,0.002460041,2,2.63E-05,890,0.07164131,596,0.047975529,380,0.030588425,2,2.63E-05,89,0.001170822,3,3.95E-05,0,21008.65,4.01,241.4691422,11.46914225,11.46914225
2017,5/1/2017,60623,27,0.000249667,0,201705,85050,27,47.5,8,57.81499203,1140.5,143768,48,60623,108144,31634,18199,61,0.168,0.000564063,2.2,259,0.002394955,8,7.40E-05,1019,0.082025276,790,0.063591725,247,0.019882476,0,0,1092,0.010097648,7,6.47E-05,0,21008.65,4.01,84.10188766,26.28689563,26.28689563
2017,5/1/2017,60624,30,0.000657217,0,201705,89050,44,81.5,12,62.41666667,1294.5,103312,54,60624,45647,22992,11645,17,0.255,0.000372423,2.5,180,0.003943304,8,0.000175258,536,0.043145778,296,0.023826773,100,0.008049585,0,0,1150,0.025193331,3,6.57E-05,0,21008.65,4.01,63.82703208,1.410365409,1.410365409
2017,5/1/2017,60625,30,0.000328404,0,201705,342000,153,39,88,181.9947793,1100,456296,323,60625,91351,64117,9422,132,0.103,0.001444976,5.7,181,0.001981369,12,0.000131361,546,0.043950737,894,0.071963294,334,0.026885615,1,1.09E-05,62,0.000678701,4,4.38E-05,0,21008.65,4.01,207.0963267,25.10154744,25.10154744
2017,5/1/2017,60626,6,0.000101264,0,201705,179050,85,38.5,52,124.5734127,840,223801,194,60626,59251,40591,4082,71,0.069,0.001198292,2.9,98,0.001653981,10,0.000168774,492,0.03960396,153,0.012315866,198,0.015938179,3,5.06E-05,32,0.000540075,6,0.000101264,0,21008.65,4.01,145.4042702,20.83085746,20.83085746
2017,5/1/2017,60629,12,0.000105278,0,201705,174500,152,52.5,84,112.0598377,1200,163008,297,60629,113984,42019,14734,54,0.129,0.000473751,3.3,242,0.002123105,2,1.75E-05,969,0.078000483,1174,0.094502133,244,0.019640988,1,8.77E-06,101,0.000886089,9,7.90E-05,0,21008.65,4.01,111.4535068,-0.60633092,0.60633092
2017,5/1/2017,60630,18,0.000328581,0,201705,327450,105,35,76,184.3343826,1416,332334,219,60630,54781,72092,9269,86,0.169,0.001569887,7,228,0.004162027,4,7.30E-05,979,0.078805442,1101,0.088625936,166,0.013362312,1,1.83E-05,57,0.001040507,5,9.13E-05,0,21008.65,4.01,157.7606834,-26.57369918,26.57369918
2017,5/1/2017,60631,7,0.000242786,0,201705,382500,91,30,60,193.0952381,1473.5,414486,176,60631,28832,91034,4598,52,0.159,0.001803552,8,63,0.002185072,2,6.94E-05,143,0.011510907,551,0.044353216,99,0.00796909,0,0,3,0.000104051,1,3.47E-05,0,21008.65,4.01,206.6664643,13.57122625,13.57122625
2017,5/1/2017,60632,9,0.000102767,0,201705,202500,45,48,32,152.1304348,1248,201403,104,60632,87577,42758,14620,102,0.167,0.001164689,3.7,321,0.003665346,4,4.57E-05,682,0.054898173,911,0.073331723,306,0.024631731,2,2.28E-05,45,0.000513834,10,0.000114185,0,21008.65,4.01,171.3289702,19.19853542,19.19853542
2017,5/1/2017,60636,10,0.00019436,0,201705,49950,103,80,24,36.64828571,1183,62935,135,60636,51451,27310,14821,26,0.288,0.000505335,2.3,223,0.004334221,2,3.89E-05,931,0.074941641,412,0.033164292,96,0.007727602,0,0,1311,0.025480554,3,5.83E-05,0,21008.65,4.01,38.35101334,1.702727634,1.702727634
2017,5/1/2017,60637,33,0.000578035,0,201705,178450,84,56,52,94.39934965,1531.5,290782,144,60637,57090,28785,8261,39,0.145,0.000683132,2.5,296,0.005184796,4,7.01E-05,282,0.022699831,386,0.0310714,116,0.009337519,3,5.25E-05,779,0.013645122,4,7.01E-05,0,21008.65,4.01,125.1507862,30.75143653,30.75143653
2017,5/1/2017,60640,10,0.00013508,0,201705,254050,208,33.5,184,188.25,891,372664,445,60640,74030,53831,6096,182,0.082,0.002458463,3.3,173,0.00233689,12,0.000162096,360,0.028978508,503,0.040489415,328,0.02640264,3,4.05E-05,22,0.000297177,9,0.000121572,0,21008.65,4.01,211.0125309,22.76253085,22.76253085
2017,5/1/2017,60641,15,0.000203186,0,201705,352250,105,39.5,64,165.46875,1392.5,391256,233,60641,73824,60073,10767,99,0.146,0.001341027,3.8,230,0.003115518,2,2.71E-05,1014,0.081622796,767,0.06174032,202,0.016260163,1,1.35E-05,14,0.00018964,3,4.06E-05,0,21008.65,4.01,130.6940052,-34.77474476,34.77474476
2017,5/1/2017,60644,7,0.000118526,0,201705,99350,52,94.5,20,52.92874396,1427,126011,75,60644,59059,27262,9066,20,0.154,0.000338644,1.8,192,0.003250986,10,0.000169322,432,0.034774209,376,0.030266441,120,0.009659503,0,0,499,0.008449178,3,5.08E-05,0,21008.65,4.01,91.40480685,38.47606289,38.47606289
2017,5/1/2017,60647,59,0.000597353,0,201705,527050,153,29.5,144,193.0714286,1150,632548,405,60647,98769,73443,14758,382,0.149,0.00386761,3.1,278,0.002814648,6,6.07E-05,1482,0.119294856,710,0.057152057,431,0.034693713,4,4.05E-05,125,0.001265579,15,0.00015187,0,21008.65,4.01,189.3018844,-3.76954419,3.76954419
2017,5/1/2017,60653,8,0.000231871,0,201705,359050,68,52.5,32,138.1314623,2150,370502,154,60653,34502,29569,5851,31,0.17,0.000898499,2.7,127,0.003680946,6,0.000173903,186,0.014972229,168,0.013523304,82,0.00660066,0,0,780,0.022607385,2,5.80E-05,0,21008.65,4.01,90.58888147,-47.54258083,47.54258083
2017,5/1/2017,60656,9,0.000331748,0,201705,277550,60,44.5,36,180.7301587,1059,267200,138,60656,27129,61599,3154,25,0.116,0.000921523,7.5,56,0.002064212,2,7.37E-05,229,0.018433551,398,0.03203735,51,0.004105289,1,3.69E-05,3,0.000110583,2,7.37E-05,0,21008.65,4.01,155.5229012,-25.20725752,25.20725752
2017,5/1/2017,60657,21,0.000314423,0,201705,585050,366,31.5,264,271.7799865,1375,815343,727,60657,66789,92295,8048,358,0.12,0.005360164,7.5,158,0.002365659,10,0.000149725,1018,0.08194478,367,0.029541979,442,0.035579168,7,0.000104808,22,0.000329396,7,0.000104808,1,21008.65,4.01,259.8663476,-11.91363893,11.91363893
2017,5/1/2017,60660,6,0.000125718,0,201705,229435,124,38.5,88,165.3483607,925,295390,253,60660,47726,49241,4140,66,0.087,0.001382894,4.7,84,0.001760047,4,8.38E-05,338,0.027207599,495,0.039845448,181,0.01456975,0,0,22,0.000460965,3,6.29E-05,1,21008.65,4.01,134.366888,-30.9814727,30.9814727
2018,5/1/2018,60602,37,0.528571429,0,201805,567050,21,53.5,8,429.5366795,1451.5,1084351,24,60602,70,157125,506,44,7.229,0.628571429,4.5,21,0.3,6,0.085714286,9,0.000724463,12,0.00096595,80,0.006439668,0,0,3,0.042857143,0,0,0,24415.84,4.59,474.7630741,45.22639458,45.22639458
2018,5/1/2018,60605,15,0.001207438,0,201805,429050,242,39.5,128,326.6560847,1256.5,723274,380,60605,12423,111164,2357,170,0.19,0.013684295,8.5,92,0.007405619,10,0.000804959,99,0.00796909,162,0.013040328,176,0.01416727,4,0.000321983,40,0.003219834,3,0.000241488,1,24415.84,4.59,344.5336712,17.87758645,17.87758645
2018,5/1/2018,60607,20,0.001286008,0,201805,490050,137,36.5,92,331.6831683,1207.5,705761,360,60607,15552,93508,3678,306,0.236,0.019675926,8.5,133,0.008551955,8,0.000514403,248,0.019962972,337,0.027127103,343,0.027610078,6,0.000385802,92,0.005915638,3,0.000192901,1,24415.84,4.59,324.4093212,-7.273847051,7.273847051
2018,5/1/2018,60608,34,0.000367679,0,201805,325050,95,33.5,56,243.4108527,1226,393575,167,60608,92472,44043,13453,133,0.145,0.001438273,3.5,348,0.003763301,12,0.000129769,662,0.053288256,1081,0.087016019,427,0.03437173,1,1.08E-05,344,0.003720045,14,0.000151397,0,24415.84,4.59,216.0652763,-27.34557636,27.34557636
2018,5/1/2018,60609,9,0.000113252,0,201805,229050,57,38,28,152.7227159,1300,263764,93,60609,79469,35179,15714,66,0.198,0.000830513,2.8,417,0.005247329,8,0.000100668,912,0.073412219,598,0.048136521,212,0.017065121,1,1.26E-05,1640,0.020636978,5,6.29E-05,0,24415.84,4.59,110.6149375,-42.10777835,42.10777835
2018,5/1/2018,60610,37,0.000778734,0,201805,590050,404,39,208,347.8846154,1400,1133788,589,60610,47513,86803,2585,253,0.054,0.005324858,5.4,109,0.002294109,10,0.000210469,105,0.008452065,232,0.018675038,219,0.017628592,13,0.000273609,57,0.001199672,7,0.000147328,1,24415.84,4.59,294.091482,-53.79313335,53.79313335
2018,5/1/2018,60612,11,0.00028955,0,201805,357800,68,39.5,40,196.1458333,1457,550591,130,60612,37990,41300,364083,45,9.584,0.001184522,2.8,285,0.007501974,12,0.000315873,476,0.038316027,698,0.056186106,183,0.014730741,0,0,1117,0.029402474,1,2.63E-05,0,24415.84,4.59,162.616839,-33.52899426,33.52899426
2018,5/1/2018,60613,22,0.00043523,0,201805,337500,236,32,152,214.6747104,875,560842,418,60613,50548,82321,4890,193,0.097,0.003818153,7.3,168,0.003323574,12,0.000237398,498,0.040086936,343,0.027610078,261,0.021009418,3,5.93E-05,10,0.000197832,5,9.89E-05,2,24415.84,4.59,224.5984019,9.923691504,9.923691504
2018,5/1/2018,60614,42,0.000641476,0,201805,799050,514,37,308,323.0239386,1500,1377200,872,60614,65474,107461,7996,372,0.122,0.005681645,9,191,0.002917189,8,0.000122186,683,0.054978669,534,0.042984786,412,0.033164292,13,0.000198552,17,0.000259645,11,0.000168006,3,24415.84,4.59,315.4829108,-7.541027809,7.541027809
2018,5/1/2018,60615,4,8.87E-05,0,201805,215050,158,55.5,64,133.7338,1450,366659,260,60615,45096,44111,4838,55,0.107,0.00121962,2.8,139,0.003082313,4,8.87E-05,236,0.018997022,213,0.017145617,122,0.009820494,3,6.65E-05,348,0.007716871,5,0.000110875,2,24415.84,4.59,134.6190642,0.885264155,0.885264155
2018,5/1/2018,60616,13,0.000276167,0,201805,356550,140,39.5,72,252.0928571,1140.5,440155,272,60616,47073,45997,5463,154,0.116,0.003271514,3.9,225,0.00477981,8,0.000169949,323,0.026000161,402,0.032359333,288,0.023182806,1,2.12E-05,88,0.001869437,6,0.000127462,0,24415.84,4.59,204.1747793,-47.91807775,47.91807775
2018,5/1/2018,60618,33,0.00033623,0,201805,567050,288,29,220,230.8876812,1400,683216,503,60618,98147,73810,15905,290,0.162,0.002954752,5,277,0.002822297,4,4.08E-05,1240,0.09981486,1081,0.087016019,388,0.031232392,8,8.15E-05,31,0.000315853,9,9.17E-05,0,24415.84,4.59,212.2366933,-18.65098788,18.65098788
2018,5/1/2018,60620,17,0.000198202,0,201805,124250,150,54,68,77.67103088,1262,122046,268,60620,85771,35890,16200,35,0.189,0.000408063,2.1,312,0.003637593,6,7.00E-05,835,0.067214038,768,0.061820816,181,0.01456975,1,1.17E-05,438,0.005106621,11,0.000128248,0,24415.84,4.59,113.4066912,35.73566035,35.73566035
2018,5/1/2018,60621,13,0.000273604,0,201805,36050,39,86,16,22.2514881,1394,49997,54,60621,47514,20991,13071,17,0.275,0.000357789,2.2,232,0.004882771,6,0.000126279,489,0.039362473,301,0.024229252,86,0.006922643,1,2.10E-05,2026,0.042640064,2,4.21E-05,1,24415.84,4.59,46.76633887,24.51485077,24.51485077
2018,5/1/2018,60622,25,0.000328882,0,201805,620050,226,30,152,247.5206612,1350,752176,453,60622,76015,93988,9133,225,0.12,0.002959942,4.5,187,0.002460041,2,2.63E-05,890,0.07164131,596,0.047975529,380,0.030588425,2,2.63E-05,89,0.001170822,3,3.95E-05,0,24415.84,4.59,247.8895758,0.368914628,0.368914628
2018,5/1/2018,60623,19,0.000175692,0,201805,144950,25,35,12,96.6,1419.5,128507,49,60623,108144,31634,18199,61,0.168,0.000564063,2.2,259,0.002394955,8,7.40E-05,1019,0.082025276,790,0.063591725,247,0.019882476,0,0,1092,0.010097648,7,6.47E-05,0,24415.84,4.59,90.51659163,-6.083408374,6.083408374
2018,5/1/2018,60624,24,0.000525774,0,201805,127050,18,76.5,8,88.94116431,1200,135174,32,60624,45647,22992,11645,17,0.255,0.000372423,2.5,180,0.003943304,8,0.000175258,536,0.043145778,296,0.023826773,100,0.008049585,0,0,1150,0.025193331,3,6.57E-05,0,24415.84,4.59,70.24745472,-18.69370959,18.69370959
2018,5/1/2018,60625,32,0.000350297,0,201805,326550,143,26,116,174.0134615,1000,477431,287,60625,91351,64117,9422,132,0.103,0.001444976,5.7,181,0.001981369,12,0.000131361,546,0.043950737,894,0.071963294,334,0.026885615,1,1.09E-05,62,0.000678701,4,4.38E-05,0,24415.84,4.59,213.5014908,39.48802933,39.48802933
2018,5/1/2018,60626,1,1.69E-05,0,201805,185050,102,32.5,72,151.2970498,808,228578,209,60626,59251,40591,4082,71,0.069,0.001198292,2.9,98,0.001653981,10,0.000168774,492,0.03960396,153,0.012315866,198,0.015938179,3,5.06E-05,32,0.000540075,6,0.000101264,0,24415.84,4.59,151.8200079,0.522958142,0.522958142
2018,5/1/2018,60629,13,0.000114051,0,201805,190500,106,38.5,64,121.3729075,1208.5,180403,225,60629,113984,42019,14734,54,0.129,0.000473751,3.3,242,0.002123105,2,1.75E-05,969,0.078000483,1174,0.094502133,244,0.019640988,1,8.77E-06,101,0.000886089,9,7.90E-05,0,24415.84,4.59,117.8599764,-3.512931055,3.512931055
2018,5/1/2018,60630,17,0.000310327,0,201805,349950,107,28,68,183.3333333,1380,360105,211,60630,54781,72092,9269,86,0.169,0.001569887,7,228,0.004162027,4,7.30E-05,979,0.078805442,1101,0.088625936,166,0.013362312,1,1.83E-05,57,0.001040507,5,9.13E-05,0,24415.84,4.59,164.1698426,-19.16349074,19.16349074
2018,5/1/2018,60631,8,0.000277469,0,201805,404500,100,29,84,194.7347128,1433,417152,178,60631,28832,91034,4598,52,0.159,0.001803552,8,63,0.002185072,2,6.94E-05,143,0.011510907,551,0.044353216,99,0.00796909,0,0,3,0.000104051,1,3.47E-05,0,24415.84,4.59,213.0703557,18.33564289,18.33564289
2018,5/1/2018,60632,18,0.000205533,0,201805,227475,46,46.5,20,164.6211535,1200,228101,91,60632,87577,42758,14620,102,0.167,0.001164689,3.7,321,0.003665346,4,4.57E-05,682,0.054898173,911,0.073331723,306,0.024631731,2,2.28E-05,45,0.000513834,10,0.000114185,0,24415.84,4.59,177.7260866,13.10493309,13.10493309
2018,5/1/2018,60636,18,0.000349847,0,201805,53550,79,64.5,28,35.90675846,1118,63069,121,60636,51451,27310,14821,26,0.288,0.000505335,2.3,223,0.004334221,2,3.89E-05,931,0.074941641,412,0.033164292,96,0.007727602,0,0,1311,0.025480554,3,5.83E-05,0,24415.84,4.59,44.74288342,8.83612496,8.83612496
2018,5/1/2018,60637,28,0.000490454,0,201805,177050,118,41.5,48,108.5035842,1416.5,246677,200,60637,57090,28785,8261,39,0.145,0.000683132,2.5,296,0.005184796,4,7.01E-05,282,0.022699831,386,0.0310714,116,0.009337519,3,5.25E-05,779,0.013645122,4,7.01E-05,0,24415.84,4.59,131.5668441,23.06325988,23.06325988
2018,5/1/2018,60640,14,0.000189113,0,201805,279250,211,31,144,199.5595238,1000,399768,405,60640,74030,53831,6096,182,0.082,0.002458463,3.3,173,0.00233689,12,0.000162096,360,0.028978508,503,0.040489415,328,0.02640264,3,4.05E-05,22,0.000297177,9,0.000121572,0,24415.84,4.59,217.4144967,17.85497287,17.85497287
2018,5/1/2018,60641,13,0.000176094,0,201805,350050,111,28,96,172.8934133,1400,404140,232,60641,73824,60073,10767,99,0.146,0.001341027,3.8,230,0.003115518,2,2.71E-05,1014,0.081622796,767,0.06174032,202,0.016260163,1,1.35E-05,14,0.00018964,3,4.06E-05,0,24415.84,4.59,137.1040439,-35.78936944,35.78936944
2018,5/1/2018,60644,13,0.000220119,0,201805,84050,36,64.5,12,56.51105651,1216,110654,57,60644,59059,27262,9066,20,0.154,0.000338644,1.8,192,0.003250986,10,0.000169322,432,0.034774209,376,0.030266441,120,0.009659503,0,0,499,0.008449178,3,5.08E-05,0,24415.84,4.59,97.80203995,41.29098344,41.29098344
2018,5/1/2018,60647,63,0.000637852,0,201805,549050,194,30,160,161.24109,800,614263,414,60647,98769,73443,14758,382,0.149,0.00386761,3.1,278,0.002814648,6,6.07E-05,1482,0.119294856,710,0.057152057,431,0.034693713,4,4.05E-05,125,0.001265579,15,0.00015187,0,24415.84,4.59,195.705197,34.464107,34.464107
2018,5/1/2018,60653,10,0.000289838,0,201805,325050,67,50,32,150.0475244,1754,393178,152,60653,34502,29569,5851,31,0.17,0.000898499,2.7,127,0.003680946,6,0.000173903,186,0.014972229,168,0.013523304,82,0.00660066,0,0,780,0.022607385,2,5.80E-05,0,24415.84,4.59,96.99045582,-53.05706858,53.05706858
2018,5/1/2018,60656,2,7.37E-05,0,201805,297000,57,31,48,179.2948718,1232.5,290935,118,60656,27129,61599,3154,25,0.116,0.000921523,7.5,56,0.002064212,2,7.37E-05,229,0.018433551,398,0.03203735,51,0.004105289,1,3.69E-05,3,0.000110583,2,7.37E-05,0,24415.84,4.59,161.9559223,-17.33894945,17.33894945
2018,5/1/2018,60657,18,0.000269505,0,201805,544500,395,31.5,264,266.3961039,1250,750961,688,60657,66789,92295,8048,358,0.12,0.005360164,7.5,158,0.002365659,10,0.000149725,1018,0.08194478,367,0.029541979,442,0.035579168,7,0.000104808,22,0.000329396,7,0.000104808,1,24415.84,4.59,266.2781601,-0.117943846,0.117943846
2018,5/1/2018,60660,11,0.000230482,0,201805,234500,133,34.5,92,163.8427173,950,301217,243,60660,47726,49241,4140,66,0.087,0.001382894,4.7,84,0.001760047,4,8.38E-05,338,0.027207599,495,0.039845448,181,0.01456975,0,0,22,0.000460965,3,6.29E-05,1,24415.84,4.59,140.7638055,-23.07891175,23.07891175
2019,5/1/2019,60602,34,0.485714286,0,201905,725050,23,41,8,483.3635814,1561,993332,28,60602,70,157125,506,44,7.229,0.628571429,4.5,21,0.3,6,0.085714286,9,0.000724463,12,0.00096595,80,0.006439668,0,0,3,0.042857143,0,0,0,24815.04,4.07,481.6001432,-1.763438153,1.763438153
2019,5/1/2019,60605,16,0.001287934,0,201905,430500,261,37.5,140,321.9701925,1198.5,698891,445,60605,12423,111164,2357,170,0.19,0.013684295,8.5,92,0.007405619,10,0.000804959,99,0.00796909,162,0.013040328,176,0.01416727,4,0.000321983,40,0.003219834,3,0.000241488,1,24815.04,4.07,347.0979924,25.12779992,25.12779992
2019,5/1/2019,60607,12,0.000771605,0,201905,485050,239,28.5,152,341.25,1200,661136,408,60607,15552,93508,3678,306,0.236,0.019675926,8.5,133,0.008551955,8,0.000514403,248,0.019962972,337,0.027127103,343,0.027610078,6,0.000385802,92,0.005915638,3,0.000192901,1,24815.04,4.07,327.0328412,-14.21715876,14.21715876
2019,5/1/2019,60608,36,0.000389307,0,201905,344799.5,103,31,60,229.9166667,1208.5,372130,187,60608,92472,44043,13453,133,0.145,0.001438273,3.5,348,0.003763301,12,0.000129769,662,0.053288256,1081,0.087016019,427,0.03437173,1,1.08E-05,344,0.003720045,14,0.000151397,0,24815.04,4.07,218.6354556,-11.28121111,11.28121111
2019,5/1/2019,60609,24,0.000302005,0,201905,259050,71,44.5,28,162.1212121,1520,284424,112,60609,79469,35179,15714,66,0.198,0.000830513,2.8,417,0.005247329,8,0.000100668,912,0.073412219,598,0.048136521,212,0.017065121,1,1.26E-05,1640,0.020636978,5,6.29E-05,0,24815.04,4.07,113.1684861,-48.952726,48.952726
2019,5/1/2019,60610,44,0.000926062,0,201905,616950,433,44,196,350.6852941,1518,1087525,570,60610,47513,86803,2585,253,0.054,0.005324858,5.4,109,0.002294109,10,0.000210469,105,0.008452065,232,0.018675038,219,0.017628592,13,0.000273609,57,0.001199672,7,0.000147328,1,24815.04,4.07,296.6491528,-54.03614128,54.03614128
2019,5/1/2019,60612,20,0.000526454,0,201905,380000,96,38,40,177.8671587,1232,502683,168,60612,37990,41300,364083,45,9.584,0.001184522,2.8,285,0.007501974,12,0.000315873,476,0.038316027,698,0.056186106,183,0.014730741,0,0,1117,0.029402474,1,2.63E-05,0,24815.04,4.07,165.1655961,-12.70156264,12.70156264
2019,5/1/2019,60613,19,0.00037588,0,201905,373500,271,30,192,230.1673913,1035,580863,448,60613,50548,82321,4890,193,0.097,0.003818153,7.3,168,0.003323574,12,0.000237398,498,0.040086936,343,0.027610078,261,0.021009418,3,5.93E-05,10,0.000197832,5,9.89E-05,2,24815.04,4.07,227.1766393,-2.990751981,2.990751981
2019,5/1/2019,60614,39,0.000595656,0,201905,665050,598,35,340,319.5928116,1325,1171447,942,60614,65474,107461,7996,372,0.122,0.005681645,9,191,0.002917189,8,0.000122186,683,0.054978669,534,0.042984786,412,0.033164292,13,0.000198552,17,0.000259645,11,0.000168006,3,24815.04,4.07,318.0598018,-1.533009772,1.533009772
2019,5/1/2019,60615,11,0.000243924,0,201905,276050,138,44,80,148.0777426,1640,428972,242,60615,45096,44111,4838,55,0.107,0.00121962,2.8,139,0.003082313,4,8.87E-05,236,0.018997022,213,0.017145617,122,0.009820494,3,6.65E-05,348,0.007716871,5,0.000110875,2,24815.04,4.07,137.1759492,-10.90179341,10.90179341
2019,5/1/2019,60616,21,0.000446116,0,201905,385000,165,33.5,88,280.7292756,1155,451378,265,60616,47073,45997,5463,154,0.116,0.003271514,3.9,225,0.00477981,8,0.000169949,323,0.026000161,402,0.032359333,288,0.023182806,1,2.12E-05,88,0.001869437,6,0.000127462,0,24815.04,4.07,206.7301991,-73.9990765,73.9990765
2019,5/1/2019,60618,38,0.000387174,0,201905,499500,267,25,208,207.6934842,1225.5,629237,498,60618,98147,73810,15905,290,0.162,0.002954752,5,277,0.002822297,4,4.08E-05,1240,0.09981486,1081,0.087016019,388,0.031232392,8,8.15E-05,31,0.000315853,9,9.17E-05,0,24815.04,4.07,214.8039553,7.110471117,7.110471117
2019,5/1/2019,60620,18,0.000209861,0,201905,142548.5,146,50.5,56,87.83294025,1310,141310,255,60620,85771,35890,16200,35,0.189,0.000408063,2.1,312,0.003637593,6,7.00E-05,835,0.067214038,768,0.061820816,181,0.01456975,1,1.17E-05,438,0.005106621,11,0.000128248,0,24815.04,4.07,115.9778625,28.14492225,28.14492225
2019,5/1/2019,60621,10,0.000210464,0,201905,47425,27,37,12,27.81801471,1092,52163,39,60621,47514,20991,13071,17,0.275,0.000357789,2.2,232,0.004882771,6,0.000126279,489,0.039362473,301,0.024229252,86,0.006922643,1,2.10E-05,2026,0.042640064,2,4.21E-05,1,24815.04,4.07,49.34495343,21.52693872,21.52693872
